,word,frequency,length,romanized_form
ボーイング,ボーイング,1,7,Booingu
ランディング,ランディング,1,8,Randingu
フラップ,フラップ,1,7,Hurappu
結論,結論,1,7,Keturon
下し,下し,1,6,Kudasi
為替,為替,1,6,Kawase
させ,させ,1,4,Sase
今回,今回,1,6,Konkai
逮捕,逮捕,1,5,Taiho
悪ふざけ,悪ふざけ,1,10,Waruhuzake
侵す,侵す,1,5,Okasu
ばかり,ばかり,1,6,Bakari
若者,若者,1,8,Wakamono
ラチダ,ラチダ,1,6,Ratida
サルコジ,サルコジ,1,8,Sarukozi
予備,予備,1,4,Yobi
法務,法務,1,5,Houmu
キャピトル,キャピトル,1,9,Kyapitoru
ブリス,ブリス,1,6,Burisu
ホテフュー,ホテフュー,1,8,Hotehyuu
ばか,ばか,1,4,Baka
内務,内務,1,5,Naimu
刺客,刺客,1,6,Sikaku
妨げる,妨げる,1,10,Samatageru
難局,難局,1,8,Nankyoku
机,机,1,5,Tukue
置く,置く,1,3,Oku
許容,許容,1,6,Kyoyou
目次,目次,1,6,Mokuzi
ギラード,ギラード,1,7,Giraado
相談,相談,1,6,Soudan
備考,備考,1,5,Bikou
加え,加え,1,5,Kuwae
手引,手引,1,6,Tebiki
緊急,緊急,1,7,Kinkyuu
条項,条項,1,7,Zyoukou
両,両,1,4,Ryou
ダティ,ダティ,1,4,Dati
中止,中止,1,6,Tyuusi
脳,脳,1,3,Nou
履行,履行,1,5,Rikou
合同,合同,1,6,Goudou
遺産,遺産,1,4,Isan
最,最,1,3,Sai
あたら,あたら,1,5,Atara
違っ,違っ,1,4,Tiga
コミー,コミー,1,5,Komi-
言及,言及,1,7,Genkyuu
アカウント,アカウント,1,7,Akaunto
核,核,1,4,Kaku
兵器,兵器,1,5,Heiki
嘲笑,嘲笑,1,8,Tyousyou
話す,話す,1,6,Hanasu
はず,はず,1,4,Hazu
成し遂げる,成し遂げる,1,10,Nasitogeru
みなし,みなし,1,6,Minasi
三,三,1,3,San
過,過,1,2,Ka
半数,半数,1,6,Hansuu
サン,サン,1,3,San
ゴーダン,ゴーダン,1,6,Goodan
オート,オート,1,4,Ooto
ガロンヌ,ガロンヌ,1,7,Garonnu
市長,市長,1,6,Sityou
ナロー,ナロー,1,5,Naroo
ロメス,ロメス,1,6,Romesu
異端,異端,1,4,Itan
会長,会長,1,7,Kaityou
名乗っ,名乗っ,1,4,Nano
下げ,下げ,1,4,Sage
辞職,辞職,1,7,Zisyoku
賠償,賠償,1,7,Baisyou
請求,請求,1,7,Seikyuu
自動,自動,1,5,Zidou
メーカー,メーカー,1,6,Meekaa
署,署,1,3,Syo
ハーバート,ハーバート,1,8,Haabaato
ディエス,ディエス,1,5,Diesu
昇格,昇格,1,8,Syoukaku
負う,負う,1,2,Ou
発覚,発覚,1,7,Hakkaku
ブリグジット,ブリグジット,1,11,Buriguzitto
縮小,縮小,1,9,Syukusyou
買い物,買い物,1,7,Kaimono
客,客,1,5,Kyaku
好調,好調,1,7,Koutyou
卸,卸,1,5,Orosi
小売,小売,1,5,Kouri
報じ,報じ,1,5,Houzi
クアロン,クアロン,1,7,Kua ron
数百,数百,1,8,Suuhyaku
虚偽,虚偽,1,5,Kyogi
済む,済む,1,4,Sumu
気づか,気づか,1,6,Kizuka
防止,防止,1,5,Bousi
取り締まっ,取り締まっ,1,8,Torisima
アンドリュー,アンドリュー,1,8,Andoryuu
マー,マー,1,3,Maa
終わら,終わら,1,5,Owara
引き分け,引き分け,1,8,Hikiwake
組み合わせ,組み合わせ,1,9,Kumiawase
弱,弱,1,5,Zyaku
ホーム,ホーム,1,5,Hoomu
がっかり,がっかり,1,7,Gakkari
モンテカルロ,モンテカルロ,1,11,Montekaruro
ブノワ,ブノワ,1,6,Bunowa
ペイル,ペイル,1,5,Peiru
番狂わせ,番狂わせ,1,11,Bankuruwase
デイビス,デイビス,1,7,Deibisu
アンケート,アンケート,1,7,Ankeeto
乱闘,乱闘,1,6,Rantou
負担,負担,1,5,Hutan
心配,心配,1,6,Sinpai
ホープリー,ホープリー,1,9,Hoo purii
リスク,リスク,1,6,Risuku
赤字,赤字,1,5,Akazi
グラビティ,グラビティ,1,8,Gurabiti
限度,限度,1,5,Gendo
指定,指定,1,5,Sitei
アディダス,アディダス,1,7,Adidasu
浮かぶ,浮かぶ,1,5,Ukabu
喧嘩,喧嘩,1,5,Kenka
言い合い,言い合い,1,4,Iiai
きれい,きれい,1,5,Kirei
国籍,国籍,1,8,Kokuseki
要望,要望,1,6,Youbou
喚起,喚起,1,5,Kanki
レポート,レポート,1,7,Repooto
注ぎ込む,注ぎ込む,1,10,Sosogikomu
ゴミ,ゴミ,1,4,Gomi
劇的,劇的,1,8,Gekiteki
限り,限り,1,6,Kagiri
魚,魚,1,6,Sakana
プラスチック,プラスチック,1,11,Purasutikku
天才,天才,1,6,Tensai
外科,外科,1,4,Geka
リハビリ,リハビリ,1,8,Rihabiri
目下,目下,1,5,Mokka
セルビア,セルビア,1,7,Serubia
申し出,申し出,1,7,Mouside
アップグレード,アップグレード,1,11,Appugureedo
資産,資産,1,5,Sisan
毎月,毎月,1,7,Maituki
下落,下落,1,6,Geraku
エーオン,エーオン,1,5,Ee on
固定,固定,1,5,Kotei
アブロエナジー,アブロエナジー,1,11,Aburoenazii
高価,高価,1,5,Kouka
前払,前払,1,8,Maebarai
運勢,運勢,1,5,Unsei
債券,債券,1,6,Saiken
受け取れる,受け取れる,1,9,Uketoreru
預金,預金,1,5,Yokin
区別,区別,1,6,Kubetu
貯蓄,貯蓄,1,7,Tyotiku
とどめ,とどめ,1,6,Todome
させる,させる,1,6,Saseru
アビバ,アビバ,1,5,Abiba
インベスターズ,インベスターズ,1,11,Inbesutaazu
マルチ,マルチ,1,6,Maruti
戦略,戦略,1,8,Senryaku
負傷,負傷,1,6,Husyou
リターン,リターン,1,6,Ritaan
インカム,インカム,1,6,Inkamu
持ち,持ち,1,4,Moti
麻痺,麻痺,1,4,Mahi
付け足し,付け足し,1,8,Tuketasi
就く,就く,1,4,Tuku
言い足し,言い足し,1,6,Iitasi
近代,近代,1,6,Kindai
子育て,子育て,1,8,Kosodate
憎しみ,憎しみ,1,8,Nikusimi
軽々しく,軽々しく,1,12,Karugarusiku
野獣,野獣,1,6,Yazyuu
漏れる,漏れる,1,6,Moreru
講じる,講じる,1,7,Kouziru
外部,外部,1,5,Gaibu
膀胱,膀胱,1,6,Boukou
ファイアウォール,ファイアウォール,1,8,Haiaooru
試みる,試みる,1,10,Kokoromiru
いか,いか,1,3,Ika
ブービー,ブービー,1,6,Buubii
トラップ,トラップ,1,7,Torappu
すなわち,すなわち,1,8,Sunawati
アクティブ,アクティブ,1,7,Akutibu
ディフェンス,ディフェンス,1,7,Dihensu
コンセプト,コンセプト,1,9,Konseputo
設置,設置,1,5,Setti
話題,話題,1,5,Wadai
ディスカッション,ディスカッション,1,11,Disukassyon
ケンブリッジシャー,ケンブリッジシャー,1,15,Kenburizzi syaa
リー,リー,1,3,Rii
長く,長く,1,6,Nagaku
ドクター,ドクター,1,7,Dokutaa
議題,議題,1,5,Gidai
モロッコ,モロッコ,1,7,Morokko
日記,日記,1,5,Nikki
やめ,やめ,1,4,Yame
わかり,わかり,1,6,Wakari
大望,大望,1,6,Taibou
相互,相互,1,5,Sougo
訴訟,訴訟,1,6,Sosyou
右肺,右肺,1,7,Migihai
目立つ,目立つ,1,6,Medatu
スキャン,スキャン,1,6,Sukyan
死滅,死滅,1,6,Simetu
ツノガレイ,ツノガレイ,1,9,Tunogarei
ヒラメ,ヒラメ,1,6,Hirame
キダラ,キダラ,1,6,Kidara
アッデンブルック,アッデンブルック,1,12,Addenburukku
歓迎,歓迎,1,6,Kangei
アゴラ,アゴラ,1,5,Agora
制,制,1,3,Sei
検索,検索,1,7,Kensaku
パップワース,パップワース,1,11,Pappu waasu
鉱脈,鉱脈,1,8,Koumyaku
変異,変異,1,5,Hen'i
任務,任務,1,5,Ninmu
ノック,ノック,1,5,Nokku
ポン,ポン,1,3,Pon
菓子,菓子,1,4,Kasi
蜂,蜂,1,4,Hati
繭,繭,1,4,Mayu
蛹,蛹,1,6,Sanagi
珍味,珍味,1,5,Tinmi
バッファロー,バッファロー,1,8,Bahharoo
キンマ,キンマ,1,5,Kinma
ナット,ナット,1,5,Natto
樹皮,樹皮,1,5,Zyuhi
ヒキガエル,ヒキガエル,1,9,Hikigaeru
ナマズ,ナマズ,1,6,Namazu
まわっ,まわっ,1,5,Ma wa
移譲,移譲,1,5,Izyou
干渉,干渉,1,7,Kansyou
癌,癌,1,3,Gan
宣誓,宣誓,1,6,Sensei
人民,人民,1,6,Zinmin
任意,任意,1,5,Nin'i
贔屓,贔屓,1,5,Hiiki
先導,先導,1,6,Sendou
朝市,朝市,1,6,Asaiti
車台,車台,1,6,Syadai
カバー,カバー,1,5,Kabaa
優しく,優しく,1,8,Yasasiku
しみ,しみ,1,4,Simi
タバコ,タバコ,1,7,Ta bako
停まる,停まる,1,6,Tomaru
ベリンガム,ベリンガム,1,10,Berin gamu
吸っ,吸っ,1,2,Su
電車,電車,1,6,Densya
生涯,生涯,1,7,Syougai
南方,南方,1,6,Nanpou
つづけ,つづけ,1,6,Tuzuke
尖塔,尖塔,1,6,Sentou
各駅,各駅,1,7,Kakueki
赤い,赤い,1,4,Akai
キャップ,キャップ,1,6,Kyappu
ガード,ガード,1,5,Gaado
プラットフォーム,プラットフォーム,1,12,Purattohoomu
車輪,車輪,1,6,Syarin
点検,点検,1,6,Tenken
ハンマー,ハンマー,1,6,Hanmaa
列車,列車,1,6,Ressya
横,横,1,4,Yoko
歩き,歩き,1,5,Aruki
民衆,民衆,1,7,Minsyuu
力説,力説,1,8,Rikisetu
持ち込ん,持ち込ん,1,7,Motikon
冊,冊,1,4,Satu
傲慢,傲慢,1,6,Gouman
有害,有害,1,6,Yuugai
期日,期日,1,6,Kizitu
分かっ,分かっ,1,4,Waka
型破り,型破り,1,10,Katayaburi
大量,大量,1,7,Tairyou
深セン,深セン,1,6,Sinsen
止まっ,止まっ,1,4,Toma
帝王,帝王,1,5,Teiou
連続,連続,1,7,Renzoku
遂行,遂行,1,6,Suikou
天候,天候,1,6,Tenkou
処罰,処罰,1,7,Syobatu
ビーム,ビーム,1,5,Biimu
書き,書き,1,4,Kaki
ハイ,ハイ,1,3,Hai
今夜,今夜,1,6,Kon'ya
電動,電動,1,6,Dendou
バイク,バイク,1,5,Baiku
実用,実用,1,7,Zituyou
決める,決める,1,6,Kimeru
ハーレー,ハーレー,1,6,Haaree
物々しい,物々しい,1,11,Monomonosii
ゼロ,ゼロ,1,4,Zero
でしょう,でしょう,1,6,Desyou
罰則,罰則,1,7,Bassoku
審理,審理,1,5,Sinri
わから,わから,1,6,Wakara
上告,上告,1,8,Zyoukoku
従う,従う,1,7,Sitagau
測ら,測ら,1,6,Hakara
滅多,滅多,1,5,Metta
開き,開き,1,6,Hiraki
全く,全く,1,7,Mattaku
添付,添付,1,5,Tenpu
ファイル,ファイル,1,5,Hairu
クリック,クリック,1,7,Kurikku
オン,オン,1,2,On
侵害,侵害,1,6,Singai
悪意,悪意,1,4,Akui
実存,実存,1,7,Zituzon
国土,国土,1,6,Kokudo
保障,保障,1,6,Hosyou
もっぱら,もっぱら,1,7,Moppara
出かける,出かける,1,8,Dekakeru
為さ,為さ,1,4,Nasa
激戦,激戦,1,7,Gekisen
ダビッドソン,ダビッドソン,1,10,Dabiddoson
出さ,出さ,1,4,Dasa
ヘア,ヘア,1,3,Hea
つけ,つけ,1,4,Tuke
たとえ,たとえ,1,7,Ta to e
短く,短く,1,8,Mizikaku
面白かっ,面白かっ,1,9,Omosiroka
シーン,シーン,1,4,Siin
省き,省き,1,6,Habuki
カップル,カップル,1,7,Kappuru
ミルドレッド,ミルドレッド,1,12,Mirudo reddo
描く,描く,1,5,Egaku
休日,休日,1,8,Kyuuzitu
セレブ,セレブ,1,6,Serebu
ファン,ファン,1,3,Han
レポーター,レポーター,1,8,Repootaa
ストレンジャー,ストレンジャー,1,11,Sutorenzyaa
シングズ,シングズ,1,7,Singuzu
キャスト,キャスト,1,7,Kyasuto
真似,真似,1,4,Mane
装い,装い,1,6,Yosooi
槽,槽,1,3,Sou
光り,光り,1,6,Hikari
ネガン,ネガン,1,5,Negan
ジェフリー,ジェフリー,1,7,Zehurii
関わり,関わり,1,8,Kakawari
夫妻,夫妻,1,5,Husai
株式,株式,1,8,Kabusiki
挑む,挑む,1,5,Idomu
先物,先物,1,8,Sakimono
並ん,並ん,1,5,Naran
急増,急増,1,7,Kyuuzou
国債,国債,1,7,Kokusai
売り払っ,売り払っ,1,7,Urihara
蓄積,蓄積,1,8,Tikuseki
借金,借金,1,7,Syakkin
除去,除去,1,6,Zyokyo
庁,庁,1,4,Tyou
発し,発し,1,5,Hassi
やっと,やっと,1,5,Yatto
前向き,前向き,1,7,Maemuki
取り組む,取り組む,1,8,Torikumu
鶏,鶏,1,8,Niwatori
唐揚げ,唐揚げ,1,7,Karaage
飽く,飽く,1,4,? ku
食欲,食欲,1,9,Syokuyoku
キューティクル,キューティクル,1,10,Kyuutikuru
親,親,1,3,Oya
好む,好む,1,6,Konomu
人権,人権,1,6,Zinken
罪,罪,1,4,Tumi
執念,執念,1,7,Syuunen
もの作り,もの作り,1,10,Monozukuri
技,技,1,4,Waza
咎める,咎める,1,8,Togameru
何十,何十,1,7,Nanzyuu
時事,時事,1,4,Zizi
ウラジオストク,ウラジオストク,1,12,Uraziosutoku
極東,極東,1,8,Kyokutou
検出,検出,1,8,Kensyutu
マイク,マイク,1,5,Maiku
落とす,落とす,1,5,Otosu
数え,数え,1,5,Kazoe
ハリウッド,ハリウッド,1,8,Hariuddo
観客,観客,1,8,Kankyaku
疎外,疎外,1,5,Sogai
視点,視点,1,5,Siten
陽気,陽気,1,5,Youki
お祭り騒ぎ,お祭り騒ぎ,1,13,Omaturisawagi
硬い,硬い,1,5,Katai
ギタリスト,ギタリスト,1,10,Gitarisuto
バランス,バランス,1,7,Baransu
午後,午後,1,4,Gogo
ふさわしい,ふさわしい,1,9,Husawasii
あつらえ,あつらえ,1,6,Aturae
披露,披露,1,5,Hirou
グレンダ,グレンダ,1,7,Gurenda
温まる,温まる,1,9,Atatamaru
震え,震え,1,5,Hurue
不良,不良,1,6,Huryou
大人,大人,1,5,Otona
武術,武術,1,7,Buzyutu
けが,けが,1,4,Kega
寒く,寒く,1,6,Samuku
過小,過小,1,6,Kasyou
ベオグラード,ベオグラード,1,10,Beoguraado
シェークスピアー,シェークスピアー,1,11,Seekusupia-
カンパニー,カンパニー,1,8,Kanpanii
マラー,マラー,1,5,Mara-
サド,サド,1,4,Sado
サハリン,サハリン,1,8,Saha rin
科,科,1,2,Ka
演じる,演じる,1,6,Enziru
カムチャッカ,カムチャッカ,1,11,Kamu tyakka
もしくは,もしくは,1,8,Mosikuha
以っ,以っ,1,2,Mo
打ちのめす,打ちのめす,1,9,Utinomesu
静脈,静脈,1,9,Zyoumyaku
浮き出,浮き出,1,5,Ukide
近年,近年,1,6,Kinnen
懐っこく,懐っこく,1,9,Natukkoku
鋭敏,鋭敏,1,5,Eibin
アイデンティティ,アイデンティティ,1,9,Aidentiti
衝動,衝動,1,7,Syoudou
起こら,起こら,1,5,Okora
サンダー,サンダー,1,6,Sandaa
ランド,ランド,1,5,Rando
村,村,1,4,Mura
幸い,幸い,1,6,Saiwai
もし,もし,1,4,Mosi
逆戻り,逆戻り,1,11,Gyakumodori
羊毛,羊毛,1,6,Youmou
さも,さも,1,5,Sa mo
コーティング,コーティング,1,8,Kootingu
トレンド,トレンド,1,7,Torendo
尋ね,尋ね,1,6,Tazune
サウス,サウス,1,5,Sausu
バンク,バンク,1,5,Banku
タワー,タワー,1,5,Tawaa
アパート,アパート,1,6,Apaato
インテリア,インテリア,1,7,Interia
レイチェル,レイチェル,1,7,Reiteru
ウェンハム,ウェンハム,1,6,Enhamu
委託,委託,1,5,Itaku
触覚,触覚,1,8,Syokkaku
為,為,1,4,Tame
ソニー,ソニー,1,5,Sonii
楽し,楽し,1,6,Tanosi
君,君,1,4,Kimi
発信,発信,1,6,Hassin
ボブ,ボブ,1,4,Bobu
賑わし,賑わし,1,8,Nigiwasi
セーガル,セーガル,1,7,Seegaru
クリミア,クリミア,1,7,Kurimia
持た,持た,1,4,Mota
絶する,絶する,1,7,Zessuru
意外,意外,1,4,Igai
きらめき,きらめき,1,8,Kirameki
併合,併合,1,6,Heigou
武装,武装,1,5,Busou
ミリカン,ミリカン,1,7,Mirikan
壊れ,壊れ,1,6,Koware
やすい,やすい,1,5,Yasui
落ち着か,落ち着か,1,7,Otituka
オディ,オディ,1,3,Odi
動い,動い,1,4,Ugoi
ヒーロー,ヒーロー,1,6,Hiiroo
取り扱っ,取り扱っ,1,9,Toriatuka
ジマー,ジマー,1,5,Zima-
暗い,暗い,1,5,Kurai
間違っ,間違っ,1,6,Matiga
パックハム,パックハム,1,10,Pakku hamu
務め,務め,1,6,Tutome
コネクティブ,コネクティブ,1,10,Konekutibu
冷静,冷静,1,6,Reisei
ゼイ,ゼイ,1,3,Zei
ゼイオン,ゼイオン,1,6,Zei on
ノート,ノート,1,5,Nooto
パソコン,パソコン,1,7,Pasokon
ウェブ,ウェブ,1,3,Ebu
レコーディング,レコーディング,1,10,Rekoodingu
難しかっ,難しかっ,1,10,Muzukasika
集約,集約,1,8,Syuuyaku
流れる,流れる,1,8,Nagareru
神経,神経,1,6,Sinkei
船上,船上,1,7,Senzyou
追いかける,追いかける,1,8,Oikakeru
仕上げる,仕上げる,1,7,Siageru
復活,復活,1,7,Hukkatu
素敵,素敵,1,6,Suteki
不快,不快,1,5,Hukai
感,感,1,3,Kan
意義,意義,1,3,Igi
つながり,つながり,1,8,Tunagari
プラトン,プラトン,1,7,Puraton
予算,予算,1,5,Yosan
遅れ,遅れ,1,5,Okure
ノリ,ノリ,1,4,Nori
合計,合計,1,6,Goukei
シップ,シップ,1,5,Sippu
レディ,レディ,1,4,Redi
増々,増々,1,8,Masumasu
あてつけ,あてつけ,1,7,Atetuke
がましく,がましく,1,8,Gamasiku
親身,親身,1,5,Sinmi
演じ,演じ,1,4,Enzi
ディ,ディ,1,2,Di
ドメニコ,ドメニコ,1,8,Domeniko
ケベック,ケベック,1,7,Kebekku
ヒステリー,ヒステリー,1,9,Hisuterii
激化,激化,1,6,Gekika
つれ,つれ,1,4,Ture
たわ言,たわ言,1,8,Tawagoto
厄介,厄介,1,6,Yakkai
脅威,脅威,1,5,Kyoui
偏見,偏見,1,6,Henken
抱か,抱か,1,8,Kakae ka
ゴメリー,ゴメリー,1,7,Gomerii
終わる,終わる,1,5,Owaru
マイアミ,マイアミ,1,6,Maiami
ベース,ベース,1,5,Beesu
委ねる,委ねる,1,8,Yudaneru
遅く,遅く,1,5,Osoku
おののき,おののき,1,7,Ononoki
試験,試験,1,5,Siken
ずつ,ずつ,1,4,Zutu
注射,注射,1,7,Tyuusya
ケスチーベン,ケスチーベン,1,10,Kesutiiben
離脱,離脱,1,6,Ridatu
パッド,パッド,1,5,Paddo
納税,納税,1,6,Nouzei
処方,処方,1,6,Syohou
痛ましく,痛ましく,1,9,Itamasiku
ウォルマー,ウォルマー,1,6,Orumaa
コンテスト,コンテスト,1,9,Kontesuto
登壇,登壇,1,6,Toudan
郊外,郊外,1,6,Kougai
オルニー,オルニー,1,7,Oru nii
鞭,鞭,1,4,Muti
疎遠,疎遠,1,4,Soen
席,席,1,4,Seki
キャンペーン,キャンペーン,1,8,Kyanpeen
優雅,優雅,1,5,Yuuga
潔く,潔く,1,9,Isagiyoku
腹立たしい,腹立たしい,1,11,Haradatasii
どころ,どころ,1,6,Dokoro
ゲリー,ゲリー,1,5,Geri-
マクニーリー,マクニーリー,1,10,Makuniirii
読ん,読ん,1,3,Yon
冷戦,冷戦,1,6,Reisen
カプラン,カプラン,1,7,Kapuran
回顧,回顧,1,5,Kaiko
溢れ,溢れ,1,5,Ahure
殺す,殺す,1,6,Korosu
いわゆる,いわゆる,1,7,Iwayuru
上回っ,上回っ,1,7,Uwamawa
幹部,幹部,1,5,Kanbu
基金,基金,1,5,Kikin
タイプ,タイプ,1,5,Taipu
粗い,粗い,1,4,Arai
感覚,感覚,1,7,Kankaku
駆逐,駆逐,1,6,Kutiku
ウッズ,ウッズ,1,4,Uzzu
応え,応え,1,5,Kotae
煽動,煽動,1,6,Sendou
あばこう,あばこう,1,6,Abakou
アリス,アリス,1,5,Arisu
無視,無視,1,4,Musi
告げる,告げる,1,6,Tugeru
対話,対話,1,5,Taiwa
限ら,限ら,1,6,Kagira
表明,表明,1,7,Hyoumei
意,意,1,1,I
遺憾,遺憾,1,4,Ikan
告げ,告げ,1,4,Tuge
仙,仙,1,3,Sen
尾骨,尾骨,1,6,Bikotu
テラトーマ,テラトーマ,1,9,Teratooma
眠れる,眠れる,1,8,Nemureru
尾てい,尾てい,1,5,Bitei
骨,骨,1,4,Hone
見つかる,見つかる,1,8,Mitukaru
吐き気,吐き気,1,6,Hakike
礎,礎,1,6,Isizue
愛す,愛す,1,4,Aisu
称し,称し,1,6,Syousi
ボノ,ボノ,1,4,Bono
いじめ,いじめ,1,5,Izime
腰痛,腰痛,1,6,Youtuu
上げ,上げ,1,3,Age
ポジティブ,ポジティブ,1,8,Pozitibu
渡っ,渡っ,1,4,Wata
合致,合致,1,5,Gatti
にぎわい,にぎわい,1,7,Nigiwai
まったく,まったく,1,7,Mattaku
好ましい,好ましい,1,9,Konomasii
複雑,複雑,1,8,Hukuzatu
コロラド,コロラド,1,9,Koro rado
コンドミニアム,コンドミニアム,1,12,Kondominiamu
お腹,お腹,1,5,Onaka
血球,血球,1,7,Kekkyuu
タンパク,タンパク,1,7,Tanpaku
質,質,1,4,Situ
体内,体内,1,6,Tainai
酸素,酸素,1,5,Sanso
待機,待機,1,5,Taiki
疑念,疑念,1,5,Ginen
ムード,ムード,1,5,Muudo
枠組み,枠組み,1,8,Wakugumi
ドナー,ドナー,1,5,Donaa
超,超,1,4,Tyou
音波,音波,1,5,Otowa
診断,診断,1,6,Sindan
ディートリッヒ,ディートリッヒ,1,10,Diitorihhi
本社,本社,1,6,Honsya
テキサス,テキサス,1,8,Tekisasu
プラノ,プラノ,1,6,Purano
妊娠,妊娠,1,6,Ninsin
母,母,1,4,Haha
デンバー,デンバー,1,6,Denbaa
ボエーム,ボエーム,1,6,Boeemu
意見,意見,1,4,Iken
ネーション,ネーション,1,7,Neesyon
信用,信用,1,7,Sin'you
何者,何者,1,8,Nanimono
爆弾,爆弾,1,7,Bakudan
仕掛け,仕掛け,1,6,Sikake
携帯,携帯,1,6,Keitai
可決,可決,1,6,Kaketu
キャンベル,キャンベル,1,8,Kyanberu
対処,対処,1,6,Taisyo
回っ,回っ,1,4,Mawa
燃え上がる,燃え上がる,1,8,Moeagaru
晴らさ,晴らさ,1,6,Harasa
嫌疑,嫌疑,1,5,Kengi
レトリック,レトリック,1,9,Retorikku
一致,一致,1,4,Itti
背信,背信,1,6,Haisin
エコノミスト,エコノミスト,1,11,Ekonomisuto
詐欺,詐欺,1,4,Sagi
粗末,粗末,1,6,Somatu
兆候,兆候,1,7,Tyoukou
わたる,わたる,1,6,Wataru
及ぼし,及ぼし,1,7,Oyobosi
スラ,スラ,1,4,Sura
金融,金融,1,7,Kin'yuu
本部,本部,1,5,Honbu
チャペル,チャペル,1,7,Tyaperu
新規,新規,1,5,Sinki
ヒルズボロ,ヒルズボロ,1,10,Hills boro
矮小,矮小,1,7,Waisyou
公聴,公聴,1,7,Koutyou
レンタル,レンタル,1,7,Rentaru
利害,利害,1,5,Rigai
返答,返答,1,6,Hentou
応える,応える,1,7,Kotaeru
エンターテインメント,エンターテインメント,1,14,Entaateinmento
コンテンツ,コンテンツ,1,8,Kontentu
アプリケーション,アプリケーション,1,12,Apurikeesyon
言説,言説,1,7,Gensetu
当てはまる,当てはまる,1,9,Atehamaru
ロジャース,ロジャース,1,8,Rozyaasu
ぜいたく,ぜいたく,1,7,Zeitaku
残骸,残骸,1,6,Zangai
赤道,赤道,1,7,Sekidou
リング,リング,1,5,Ringu
ゲイ,ゲイ,1,3,Gei
重力,重力,1,9,Zyuuryoku
リンゼイ,リンゼイ,1,6,Rinzei
引きつけ,引きつけ,1,8,Hikituke
カスタマー,カスタマー,1,9,Kasutamaa
乗組,乗組,1,8,Norikumi
ベガ,ベガ,1,4,Bega
司会,司会,1,5,Sikai
銀,銀,1,3,Gin
硫黄,硫黄,1,3,Iou
健全,健全,1,6,Kenzen
欠かせ,欠かせ,1,6,Kakase
履歴,履歴,1,6,Rireki
養分,養分,1,6,Youbun
土壌,土壌,1,6,Dozyou
ミネラル,ミネラル,1,8,Mineraru
犯罪,犯罪,1,6,Hanzai
早送り,早送り,1,9,Hayaokuri
酸性,酸性,1,6,Sansei
裏地,裏地,1,5,Urazi
殺さ,殺さ,1,6,Korosa
腹立たしく,腹立たしく,1,12,Haradatasiku
思しき,思しき,1,7,Si siki
自尊,自尊,1,5,Zison
ノイズ,ノイズ,1,5,Noizu
成果,成果,1,5,Seika
得よう,得よう,1,4,Eyou
聞く,聞く,1,4,Kiku
終始,終始,1,6,Syuusi
イライラ,イライラ,1,6,Iraira
ロッコ,ロッコ,1,5,Rokko
保持,保持,1,4,Hozi
あいまい,あいまい,1,5,Aimai
ネクター,ネクター,1,7,Nekutaa
借り,借り,1,4,Kari
資格,資格,1,6,Sikaku
倫理,倫理,1,5,Rinri
クレジット,クレジット,1,9,Kurezitto
借り入れ,借り入れ,1,7,Kariire
嫌々,嫌々,1,6,Iyaiya
言え,言え,1,2,Ie
債務,債務,1,5,Saimu
聴聞,聴聞,1,7,Tyoumon
水準,水準,1,7,Suizyun
害,害,1,3,Gai
拘置,拘置,1,5,Kouti
理,理,1,8,Kotowari
かなっ,かなっ,1,5,Ka na
夫婦,夫婦,1,5,Huuhu
テスコ,テスコ,1,6,Tesuko
開設,開設,1,7,Kaisetu
無料,無料,1,6,Muryou
ヴァンテージ,ヴァンテージ,1,8,Vanteezi
残高,残高,1,7,Zandaka
寡黙,寡黙,1,6,Kamoku
供述,供述,1,9,Kyouzyutu
レトロ,レトロ,1,6,Retoro
働き,働き,1,8,Hataraki
ホームレス,ホームレス,1,9,Hoomuresu
見れ,見れ,1,4,Mire
いじる,いじる,1,5,Iziru
集める,集める,1,7,Atumeru
面白く,面白く,1,9,Omosiroku
ぴったり,ぴったり,1,7,Pittari
世間,世間,1,5,Seken
狩猟,狩猟,1,7,Syuryou
窮地,窮地,1,6,Kyuuti
ネイチャー,ネイチャー,1,7,Neityaa
ポリシー,ポリシー,1,7,Porisii
ジェフ,ジェフ,1,4,Zehu
ナッツ,ナッツ,1,5,Nattu
ライセンス,ライセンス,1,8,Raisensu
トルドー,トルドー,1,7,Torudo-
王立,王立,1,6,Ouritu
鳥類,鳥類,1,7,Tyourui
スタンス,スタンス,1,7,Sutansu
請願,請願,1,6,Seigan
利益,利益,1,5,Rieki
あれ,あれ,1,3,Are
アヴェリー,アヴェリー,1,6,Averii
なん,なん,1,4,Na n
浮かん,浮かん,1,4,Ukan
モトクロス,モトクロス,1,10,Motokurosu
かど,かど,1,5,Ka do
出す,出す,1,4,Dasu
よい,よい,1,3,Yoi
刺殺,刺殺,1,6,Sisatu
没頭,没頭,1,6,Bottou
十,十,1,4,Zyuu
美術,美術,1,7,Bizyutu
ジュエリー,ジュエリー,1,7,Zyuerii
デザイン,デザイン,1,6,Dezain
高校,高校,1,6,Koukou
トロピカル,トロピカル,1,10,Toropikaru
カラー,カラー,1,5,Karaa
ノーサンプトン,ノーサンプトン,1,11,Noosanputon
取り上げる,取り上げる,1,9,Toriageru
フランク,フランク,1,7,Huranku
