,word,frequency,n_characters,romanized_form
新結論,新結論,1,9,xīnjiélùn
調離,調離,1,6,diàolí
軒然大波,軒然大波,1,11,xuānrándàbō
逮捕,逮捕,1,5,dǎibǔ
把戲,把戲,1,4,bǎxì
阿德南,阿德南,1,6,ādénán
奧恩,奧恩,1,4,àoēn
哈里裡,哈里裡,1,6,hālǐlǐ
敵對,敵對,1,5,díduì
派系,派系,1,5,pàixì
親密,親密,1,5,qīnmì
丈夫,丈夫,1,7,zhàngfū
赦免,赦免,1,7,shèmiǎn
里奇,里奇,1,4,lǐqí
過多,過多,1,6,guòduō
再生,再生,1,8,zàishēng
能源署,能源署,1,11,néngyuánshǔ
總幹事,總幹事,1,10,zǒnggànshì
首要,首要,1,7,shǒuyào
任務,任務,1,5,rènwù
不足為奇,不足為奇,1,9,bùzúwèiqí
文件,文件,1,7,wénjiàn
涵蓋,涵蓋,1,6,hángài
吉拉德,吉拉德,1,6,jílādé
諮詢,諮詢,1,5,zīxún
緊急,緊急,1,5,jǐnjí
制定,制定,1,7,zhìdìng
客戶家,客戶家,1,7,kèhùjiā
包含,包含,1,6,bāohán
時長,時長,1,8,shízhǎng
提交,提交,1,6,tíjiāo
上訴,上訴,1,7,shàngsù
扣除,扣除,1,6,kòuchú
左右,左右,1,6,zuǒyòu
議案,議案,1,4,yìàn
科密,科密,1,4,kēmì
數碼,數碼,1,5,shùmǎ
費加羅報,費加羅報,1,12,fèijiāluóbào
省出,省出,1,8,shěngchū
安保,安保,1,5,ānbǎo
名聲,名聲,1,9,míngshēng
太好,太好,1,6,tàihǎo
安塞密爾,安塞密爾,1,9,ānsāimìěr
威尼托,威尼托,1,8,wēinítuō
自由堡,自由堡,1,8,zìyóubǎo
軍人,軍人,1,6,jūnrén
密切,密切,1,5,mìqiè
安賽密爾,安賽密爾,1,9,ānsàimìěr
手冊,手冊,1,6,shǒucè
總工會,總工會,1,11,zǒnggōnghuì
辦公桌,辦公桌,1,11,bàngōngzhuō
物品,物品,1,5,wùpǐn
嘲笑,嘲笑,1,8,cháoxiào
賬號,賬號,1,8,zhànghào
核,核,1,2,hé
流程,流程,1,8,liúchéng
講話,講話,1,8,jiǎnghuà
改進,改進,1,6,gǎijìn
餘地,餘地,1,7,yúde dì
正義,正義,1,7,zhèngyì
保守派,保守派,1,10,bǎoshǒupài
議員票,議員票,1,10,yìyuánpiào
聖戈當,聖戈當,1,11,shènggēdāng
加龍,加龍,1,7,jiālóng
市長,市長,1,8,shìzhǎng
監督,監督,1,6,jiāndū
瑞啟達,瑞啟達,1,7,ruìqǐdá
達利,達利,1,4,dálì
薩科齊,薩科齊,1,6,sàkēqí
前司法部,前司法部,1,10,qiánsīfǎbù
譴責,譴責,1,6,qiǎnzé
布里斯,布里斯,1,6,bùlǐsī
奧爾特弗,奧爾特弗,1,8,àoěrtèfú
內政,內政,1,8,nèizhèng
暴徒,暴徒,1,5,bàotú
限度,限度,1,6,xiàndù
即便,即便,1,6,jíbiàn
駕駛員,駕駛員,1,10,jiàshǐyuán
引誘,引誘,1,6,yǐnyòu
否決,否決,1,6,fǒujué
繁殖期,繁殖期,1,8,fánzhíqī
埃森,埃森,1,5,āisēn
退休,退休,1,6,tuìxiū
死掉,死掉,1,6,sǐdiào
旁,旁,1,4,páng
袖手旁觀,袖手旁觀,1,15,xiùshǒupángguān
舊款,舊款,1,7,jiùkuǎn
謠言,謠言,1,6,yáoyán
鍵盤,鍵盤,1,7,jiànpán
上方,上方,1,9,shàngfāng
窄窄,窄窄,1,8,zhǎizhǎi
觸控,觸控,1,7,chùkòng
屏條,屏條,1,8,píngtiáo
下地,下地,1,8,xiàde dì
進球,進球,1,6,jìnqiú
行走,行走,1,7,xíngzǒu
帕克,帕克,1,4,pàkè
安全局,安全局,1,8,ānquánjú
特工,特工,1,6,tègōng
活躍,活躍,1,6,huóyuè
生效,生效,1,9,shēngxiào
北約,北約,1,6,běiyuē
撤出,撤出,1,6,chèchū
撤銷,撤銷,1,7,chèxiāo
製裁,製裁,1,6,zhìcái
制裁,制裁,1,6,zhìcái
辭職,辭職,1,5,cízhí
藉記卡,藉記卡,1,6,jíjìkǎ
足協,足協,1,5,zúxié
萬斯,萬斯,1,5,wànsī
薩勒曼,薩勒曼,1,8,sàlēimàn
宗主國,宗主國,1,10,zōngzhǔguó
失去,失去,1,5,shīqù
相鄰,相鄰,1,8,xiānglín
意識,意識,1,9,yìshí shì
無視,無視,1,5,wúshì
構成,構成,1,8,gòuchéng
分割,分割,1,5,fēngē
剩下,剩下,1,8,shèngxià
警察們,警察們,1,10,jǐngchámen
早晨,早晨,1,7,zǎochén
製服,製服,1,5,zhìfú
沙特阿拉伯國,沙特阿拉伯國,1,13,shātèālābóguó
監管局,監管局,1,10,jiānguǎnjú
創下,創下,1,9,chuàngxià
局長,局長,1,7,júzhǎng
穆罕默德,穆罕默德,1,9,mùhǎnmòdé
傑登,傑登,1,7,jiédēng
代替,代替,1,5,dàitì
政壇,政壇,1,8,zhèngtán
老手,老手,1,7,lǎoshǒu
石油,石油,1,6,shíyóu
像是,像是,1,8,xiàngshì
小麥,小麥,1,7,xiǎomài
食用,食用,1,7,shíyòng
幾十億,幾十億,1,7,jǐshíyì
球,球,1,3,qiú
此事,此事,1,5,cǐshì
對外,對外,1,6,duìwài
陳腐,陳腐,1,6,chénfǔ
嵌入,嵌入,1,6,qiànrù
賽季,賽季,1,5,sàijì
季末,季末,1,4,jìmò
網球,網球,1,7,wǎngqiú
公開賽,公開賽,1,10,gōngkāisài
轟動,轟動,1,8,hōngdòng
參賽者,參賽者,1,9,cānsàizhě
小威廉姆斯,小威廉姆斯,1,15,xiǎowēiliánmǔsī
半決賽,半決賽,1,9,bànjuésài
里面,里面,1,6,lǐmiàn
鬧鐘,鬧鐘,1,8,nàozhōng
應付,應付,1,6,yīngfù
安息,安息,1,4,ānxī
石灰岩,石灰岩,1,9,shíhuīyán
自滿,自滿,1,5,zìmǎn
墳墓,墳墓,1,5,fénmù
明確,明確,1,7,míngquè
傻,傻,1,3,shǎ
不行,不行,1,6,bùxíng
君特,君特,1,5,jūntè
德,德,1,2,dé
布呂因,布呂因,1,7,bùlǚyīn
是否是,是否是,1,9,shìfǒushì
親戚,親戚,1,5,qīnqī
墜毀,墜毀,1,7,zhuìhuǐ
調查者,調查者,1,10,diàocházhě
拉里,拉里,1,4,lālǐ
科貝爾,科貝爾,1,7,kēbèiěr
秒鐘,秒鐘,1,9,miǎozhōng
買家,買家,1,6,mǎijiā
數百萬,數百萬,1,9,shùbǎiwàn
庫恩,庫恩,1,4,kùēn
只好,只好,1,6,zhǐhǎo
搖搖頭,搖搖頭,1,9,yáoyáotóu
周報,周報,1,7,zhōubào
質詢,質詢,1,6,zhìxún
現金流,現金流,1,10,xiànjīnliú
魔幻,魔幻,1,6,móhuàn
風琴,風琴,1,7,fēngqín
奏起,奏起,1,5,zòuqǐ
熱曲,熱曲,1,4,rèqū
土豆,土豆,1,5,tǔdòu
怪獸,怪獸,1,8,guàishòu
博伊,博伊,1,4,bóyī
斯特,斯特,1,4,sītè
西蒙,西蒙,1,6,xīméng
破舊,破舊,1,5,pòjiù
危險,危險,1,7,wēixiǎn
軍營,軍營,1,7,jūnyíng
規劃區,規劃區,1,8,guīhuàqū
停止,停止,1,7,tíngzhǐ
群,群,1,3,qún
鴨子,鴨子,1,4,yāzi
款,款,1,4,kuǎn
本機,本機,1,5,běnjī
極,極,1,2,jí
比佛利,比佛利,1,6,bǐfúlì
執行,執行,1,7,zhíxíng
藉口,藉口,1,5,jíkǒu
電站,電站,1,8,diànzhàn
電台,電台,1,7,diàntái
緬懷帖,緬懷帖,1,11,miǎnhuáitiē
克里斯,克里斯,1,6,kèlǐsī
欣喜,欣喜,1,5,xīnxǐ
非洲人,非洲人,1,10,fēizhōurén
澳大利亞隊,澳大利亞隊,1,11,àodàlìyàduì
難道,難道,1,6,nándào
神壇,神壇,1,7,shéntán
裂痕,裂痕,1,6,lièhén
彌補,彌補,1,4,míbǔ
無路,無路,1,4,wúlù
具備,具備,1,5,jùbèi
強硬,強硬,1,9,qiángyìng
溫柔,溫柔,1,6,wēnróu
很棒,很棒,1,7,hěnbàng
乘風破浪,乘風破浪,1,15,chéngfēngpòlàng
寧願,寧願,1,8,níngyuàn
沖,沖,1,5,chōng
圍,圍,1,3,wéi
朝上,朝上,1,9,cháoshàng
杯子,杯子,1,5,bēizi
小球,小球,1,7,xiǎoqiú
彈來,彈來,1,6,dànlái
布什,布什,1,6,bùshén
燃煤,燃煤,1,6,ránméi
冷戰,冷戰,1,8,lěngzhàn
城內,城內,1,8,chéngnèi
場面,場面,1,9,chǎngmiàn
眼前,眼前,1,7,yǎnqián
克斯蒂文,克斯蒂文,1,9,kèsīdìwén
以北,以北,1,5,yǐběi
懷念,懷念,1,8,huáiniàn
納稅人,納稅人,1,9,nàshuìrén
克里斯蒂安,克里斯蒂安,1,10,kèlǐsīdìān
沃爾瑪爾,沃爾瑪爾,1,8,wòěrmǎěr
參賽,參賽,1,6,cānsài
富裕,富裕,1,4,fùyù
薩拉,薩拉,1,4,sàlā
奧爾尼,奧爾尼,1,6,àoěrní
黨鞭,黨鞭,1,8,dǎngbiān
分居,分居,1,5,fēnjū
仁慈,仁慈,1,5,réncí
處之泰然,處之泰然,1,12,chùzhītàirán
實在,實在,1,6,shízài
怒不可遏,怒不可遏,1,7,nùbùkěè
船上,船上,1,10,chuánshàng
維加,維加,1,6,wéijiā
久遠,久遠,1,7,jiǔyuǎn
德里,德里,1,4,délǐ
巴達爾普爾,巴達爾普爾,1,10,bādáěrpǔěr
彈去,彈去,1,5,dànqù
橄欖球,橄欖球,1,9,gǎnlǎnqiú
錦標,錦標,1,7,jǐnbiāo
賽,賽,1,3,sài
共處,共處,1,7,gòngchù
優異,優異,1,5,yōuyì
紐約市,紐約市,1,9,niǔyuēshì
總局,總局,1,6,zǒngjú
哈佛,哈佛,1,4,hāfú
商,商,1,5,shāng
學歷,學歷,1,5,xuélì
做到,做到,1,6,zuòdào
唐納,唐納,1,6,tángnà
川普,川普,1,7,chuānpǔ
歧視者,歧視者,1,8,qíshìzhě
總指揮,總指揮,1,10,zǒngzhǐhuī
極其,極其,1,4,jíqí
合格,合格,1,4,hégé
信貸,信貸,1,6,xìndài
借貸,借貸,1,6,jièdài
理由,理由,1,5,lǐyóu
勞工,勞工,1,7,láogōng
足夠,足夠,1,5,zúgòu
樂購,樂購,1,5,lègòu
返現,返現,1,7,fǎnxiàn
免費,免費,1,7,miǎnfèi
有利,有利,1,5,yǒulì
成見,成見,1,9,chéngjiàn
分歧,分歧,1,5,fēnqí
擯除,擯除,1,6,bìnchú
嚴刑,嚴刑,1,7,yánxíng
戰意,戰意,1,6,zhànyì
高昂,高昂,1,6,gāoáng
立刻,立刻,1,4,lìkè
動盪,動盪,1,8,dòngdàng
向來,向來,1,8,xiànglái
鷹派,鷹派,1,7,yīngpài
傾向,傾向,1,9,qīngxiàng
著稱,著稱,1,8,zhechēng
厭戰,厭戰,1,7,yànzhàn
民意,民意,1,5,mínyì
密碼,密碼,1,4,mìmǎ
接近,接近,1,6,jiējìn
遇上,遇上,1,7,yùshàng
麻煩,麻煩,1,5,máfán
下配,下配,1,6,xiàpèi
意思,意思,1,4,yìsī
納粹,納粹,1,5,nàcuì
分開,分開,1,6,fēnkāi
角落,角落,1,7,jiǎoluò
頭巾,頭巾,1,6,tóujīn
牛仔褲,牛仔褲,1,7,niúzǐkù
心靈,心靈,1,7,xīnlíng
戰斗,戰斗,1,11,zhàndòu dǒu
國防部,國防部,1,9,guófángbù
剛滿,剛滿,1,7,gāngmǎn
北卡羅萊納州,北卡羅萊納州,1,17,běikǎluóláinàzhōu
坎貝爾,坎貝爾,1,8,kǎnbèiěr
應對,應對,1,7,yīngduì
註冊,註冊,1,5,zhùcè
困難,困難,1,6,kùnnán
新老想法,新老想法,1,13,xīnlǎoxiǎngfǎ
交織,交織,1,7,jiāozhī
奇特,奇特,1,4,qítè
察覺,察覺,1,6,chájué
辭令,辭令,1,6,cílìng
不一致,不一致,1,7,bùyīzhì
似曾相識,似曾相識,1,19,shìcéngxiāngshí shì
應,應,1,4,yīng
經濟學家,經濟學家,1,12,jīngjìxuéjiā
採用,採用,1,7,cǎiyòng
蹩腳,蹩腳,1,7,biéjiǎo
執政,執政,1,8,zhízhèng
體制,體制,1,5,tǐzhì
持久,持久,1,6,chíjiǔ
蘇拉,蘇拉,1,4,sūlā
相似性,相似性,1,12,xiāngshìxìng
抹殺,抹殺,1,5,mǒshā
牠們,牠們,1,5,tāmen
看看,看看,1,6,kànkàn
法案,法案,1,4,fǎàn
轟炸,轟炸,1,7,hōngzhà
考試,考試,1,6,kǎoshì
鎮區,鎮區,1,6,zhènqū
呼籲者,呼籲者,1,7,hūyùzhě
女孩們,女孩們,1,8,nǚháimen
擁抱,擁抱,1,7,yōngbào
自身,自身,1,6,zìshēn
審美,審美,1,7,shěnměi
傳遍,傳遍,1,9,chuánbiàn
一旦,一旦,1,5,yīdàn
派對,派對,1,6,pàiduì
輕視,輕視,1,7,qīngshì
行業,行業,1,6,xíngyè
相關者,相關者,1,12,xiāngguānzhě
反饋,反饋,1,6,fǎnkuì
科研,科研,1,5,kēyán
奢侈品,奢侈品,1,9,shēchǐpǐn
碎片,碎片,1,7,suìpiàn
赤道,赤道,1,6,chìdào
圓環,圓環,1,8,yuánhuán
重力,重力,1,7,zhònglì
拉到,拉到,1,5,lādào
月亮,月亮,1,8,yuèliàng
懸而未決,懸而未決,1,12,xuánérwèijué
希爾斯堡,希爾斯堡,1,9,xīěrsībǎo
教堂山,教堂山,1,12,jiàotángshān
夫人,夫人,1,5,fūrén
刻薄,刻薄,1,8,kèbáo bó
卡雷爾,卡雷爾,1,7,kǎléiěr
善解,善解,1,7,shànjiě
說話,說話,1,7,shuōhuà
尼羅河,尼羅河,1,7,níluóhé
氾濫,氾濫,1,10,fán fànlàn
殺掉,殺掉,1,7,shādiào
法老王,法老王,1,9,fǎlǎowáng
理智,理智,1,5,lǐzhì
其它,其它,1,4,qítā
基金會,基金會,1,8,jījīnhuì
排字版,排字版,1,8,páizìbǎn
不願,不願,1,6,bùyuàn
看見,看見,1,7,kànjiàn
草稿,草稿,1,6,cǎogǎo
似,似,1,3,shì
影印版,影印版,1,10,yǐngyìnbǎn
電郵,電郵,1,7,diànyóu
通信,通信,1,7,tōngxìn
著手,著手,1,7,zheshǒu
探究,探究,1,6,tànjiū
字源,字源,1,6,zìyuán
愛麗絲,愛麗絲,1,6,àilìsī
每幅,每幅,1,5,měifú
展出,展出,1,7,zhǎnchū
院校,院校,1,8,yuànxiào
卡普蘭,卡普蘭,1,7,kǎpǔlán
恐懼,恐懼,1,6,kǒngjù
閱讀,閱讀,1,5,yuèdú
神經,神經,1,8,shénjīng
人意,人意,1,5,rényì
感受,感受,1,7,gǎnshòu
扮演者,扮演者,1,9,bànyǎnzhě
加劇,加劇,1,5,jiājù
廢話,廢話,1,6,fèihuà
威脅,威脅,1,6,wēixié
堆,堆,1,3,duī
扭,扭,1,3,niǔ
屁股,屁股,1,4,pìgǔ
筆記本,筆記本,1,7,bǐjìběn
清晰度,清晰度,1,8,qīngxīdù
熬夜,熬夜,1,4,áoyè
極低,極低,1,4,jídī
瘋傳,瘋傳,1,9,fēngchuán
複興,複興,1,6,fùxìng
具,具,1,2,jù
不適,不適,1,5,bùshì
柏拉圖,柏拉圖,1,10,bǎi bólātú
精心,精心,1,7,jīngxīn
培育,培育,1,5,péiyù
守護者們,守護者們,1,12,shǒuhùzhěmen
近幾,近幾,1,5,jìnjǐ
拿到,拿到,1,5,nádào
持卡人,持卡人,1,8,chíkǎrén
有意,有意,1,5,yǒuyì
葉,葉,1,2,yè
鯰魚,鯰魚,1,6,niányú
誓言,誓言,1,6,shìyán
牽涉,牽涉,1,7,qiānshè
立法會,立法會,1,7,lìfǎhuì
議員,議員,1,6,yìyuán
宣誓,宣誓,1,7,xuānshì
親,親,1,3,qīn
立法者,立法者,1,7,lìfǎzhě
就任,就任,1,6,jiùrèn
防止,防止,1,7,fángzhǐ
市內,市內,1,6,shìnèi
癱瘓,癱瘓,1,7,tānhuàn
防備,防備,1,7,fángbèi
波,波,1,2,bō
安德魯,安德魯,1,6,āndélǔ
馬,馬,1,2,mǎ
坦白,坦白,1,6,tǎnbái
在此,在此,1,5,zàicǐ
終結,終結,1,8,zhōngjié
連,連,1,4,lián
弱項,弱項,1,8,ruòxiàng
主場,主場,1,8,zhǔchǎng
蒙特卡羅,蒙特卡羅,1,11,méngtèkǎluó
活蟾蜍,活蟾蜍,1,10,huóchánchú
樹皮,樹皮,1,5,shùpí
貸款,貸款,1,7,dàikuǎn
檳榔樹,檳榔樹,1,10,bīnlángshù
叫做,叫做,1,7,jiàozuò
列表,列表,1,7,lièbiǎo
涉及,涉及,1,5,shèjí
貝靈漢,貝靈漢,1,10,bèilínghàn
尖塔,尖塔,1,6,jiāntǎ
閃,閃,1,4,shǎn
帽子,帽子,1,5,màozi
守衛,守衛,1,7,shǒuwèi
站台,站台,1,7,zhàntái
敲輪員,敲輪員,1,11,qiāolúnyuán
沿著,沿著,1,6,yánzhe
錘子,錘子,1,6,chuízi
輕輕,輕輕,1,8,qīngqīng
敲擊,敲擊,1,6,qiāojī
起落架,起落架,1,8,qǐluòjià
逛,逛,1,5,guàng
早市,早市,1,6,zǎoshì
棒棒糖,棒棒糖,1,12,bàngbàngtáng
黃蜂繭,黃蜂繭,1,13,huángfēngjiǎn
普遍,普遍,1,6,pǔbiàn
蛹,蛹,1,4,yǒng
美味,美味,1,6,měiwèi
水牛,水牛,1,7,shuǐniú
伯諾瓦,伯諾瓦,1,7,bónuòwǎ
帕爾雷,帕爾雷,1,7,pàěrléi
對打,對打,1,5,duìdǎ
情景,情景,1,8,qíngjǐng
不差,不差,1,9,bùchà chā
有望,有望,1,7,yǒuwàng
有獎,有獎,1,8,yǒujiǎng
債券獎,債券獎,1,13,zhàiquànjiǎng
普通,普通,1,6,pǔtōng
區別,區別,1,5,qūbié
溢價,溢價,1,5,yìjià
籌募,籌募,1,6,chóumù
投資者們,投資者們,1,11,tóuzīzhěmen
成群結隊,成群結隊,1,14,chéngqúnjiéduì
投到,投到,1,6,tóudào
緊隨,緊隨,1,6,jǐnsuí
英傑華,英傑華,1,10,yīngjiéhuá
收益型,收益型,1,10,shōuyìxíng
高收益型,高收益型,1,13,gāoshōuyìxíng
資產,資產,1,6,zīchǎn
貶值,貶值,1,7,biǎnzhí
獲利,獲利,1,5,huòlì
阿迪達斯,阿迪達斯,1,7,ādídásī
漂浮,漂浮,1,6,piàofú
各地,各地,1,7,gède dì
廢料,廢料,1,7,fèiliào
鞋子,鞋子,1,5,xiézi
運氣,運氣,1,5,yùnqì
收費制,收費制,1,10,shōufèizhì
預付款,預付款,1,8,yùfùkuǎn
迪斯,迪斯,1,4,dísī
失常,失常,1,8,shīcháng
戴維斯盃,戴維斯盃,1,11,dàiwéisībēi
負擔,負擔,1,5,fùdān
霍普利,霍普利,1,7,huòpǔlì
風險,風險,1,8,fēngxiǎn
飆升,飆升,1,9,biāoshēng
數百億,數百億,1,8,shùbǎiyì
執行官,執行官,1,11,zhíxíngguān
製造廠,製造廠,1,11,zhìzàochǎng
赫伯特,赫伯特,1,6,hèbótè
提拔,提拔,1,4,tíbá
昂貴,昂貴,1,6,ángguì
脫,脫,1,3,tuō
收縮,收縮,1,7,shōusuō
其實,其實,1,5,qíshí
樂觀,樂觀,1,6,lèguān
零售,零售,1,8,língshòu
批發,批發,1,4,pīfā
受限,受限,1,8,shòuxiàn
赤字,赤字,1,5,chìzì
用量,用量,1,9,yòngliàng
固定,固定,1,6,gùdìng
威懾,威懾,1,6,wēishè
迷惑,迷惑,1,5,míhuò
陷阱,陷阱,1,8,xiànjǐng
傑夫,傑夫,1,5,jiéfū
發掘,發掘,1,5,fājué
法蘭克,法蘭克,1,7,fǎlánkè
模特,模特,1,4,mótè
大笑,大笑,1,6,dàxiào
理所當然,理所當然,1,12,lǐsuǒdāngrán
辦公室,辦公室,1,10,bàngōngshì
景觀,景觀,1,8,jǐngguān
一點點,一點點,1,10,yīdiǎndiǎn
溫特,溫特,1,5,wēntè
一會,一會,1,5,yīhuì
拍到,拍到,1,6,pāidào
采訪,采訪,1,7,cǎifǎng
戴上,戴上,1,8,dàishàng
眼鏡,眼鏡,1,7,yǎnjìng
越野賽,越野賽,1,8,yuèyěsài
越多,越多,1,6,yuèduō
越,越,1,3,yuè
把玩,把玩,1,5,bǎwán
天真,天真,1,8,tiānzhēn
最壞,最壞,1,7,zuìhuài
射擊場,射擊場,1,10,shèjīchǎng
藉機,藉機,1,4,jíjī
推卸,推卸,1,6,tuīxiè
成就展,成就展,1,12,chéngjiùzhǎn
畢業生,畢業生,1,9,bìyèshēng
北安普頓,北安普頓,1,10,běiānpǔdùn
聽到,聽到,1,7,tīngdào
利率,利率,1,4,lìlǜ
硫,硫,1,3,liú
土壤,土壤,1,6,tǔrǎng
快進,快進,1,7,kuàijìn
酸雨雲,酸雨雲,1,9,suānyǔyún
陽光,陽光,1,9,yángguāng
荒誕不經,荒誕不經,1,14,huāngdànbùjīng
髮指,髮指,1,8,fà fǎzhǐ
自尊,自尊,1,5,zìzūn
抗爭,抗爭,1,9,kàngzhēng
噪音,噪音,1,6,zàoyīn
五彩繽紛,五彩繽紛,1,11,wǔcǎibīnfēn
煩躁,煩躁,1,6,fánzào
可怕,可怕,1,4,kěpà
洛克,洛克,1,5,luòkè
呼吸,呼吸,1,4,hūxī
充斥,充斥,1,8,chōngchì
復古味,復古味,1,7,fùgǔwèi
陶醉,陶醉,1,6,táozuì
圖案,圖案,1,4,túàn
搬到,搬到,1,6,bāndào
珠寶,珠寶,1,6,zhūbǎo
政策部,政策部,1,9,zhèngcèbù
諾特,諾特,1,5,nuòtè
傻子,傻子,1,5,shǎzi
禁令,禁令,1,7,jìnlìng
比目魚,比目魚,1,6,bǐmùyú
鰈魚,鰈魚,1,5,diéyú
明太魚,明太魚,1,9,míngtàiyú
聲明,聲明,1,9,shēngmíng
購物,購物,1,5,gòuwù
古希臘,古希臘,1,6,gǔxīlà
集市,集市,1,5,jíshì
受邀,受邀,1,7,shòuyāo
李,李,1,2,lǐ
博士,博士,1,5,bóshì
厭惡,厭惡,1,4,yànè
輕易,輕易,1,6,qīngyì
野獸,野獸,1,6,yěshòu
開發,開發,1,5,kāifā
有效,有效,1,7,yǒuxiào
防御,防御,1,6,fángyù
需,需,1,2,xū
技能,技能,1,6,jìnéng
脆弱,脆弱,1,6,cuìruò
外來,外來,1,6,wàilái
防火牆,防火牆,1,12,fánghuǒqiáng
奏效,奏效,1,7,zòuxiào
設置,設置,1,6,shèzhì
龍利魚,龍利魚,1,8,lónglìyú
愛爾蘭海,愛爾蘭海,1,10,àiěrlánhǎi
產,產,1,4,chǎn
甚麽,甚麽,1,6,shénmó
授權,授權,1,8,shòuquán
鳥類,鳥類,1,7,niǎolèi
領導人們,領導人們,1,13,lǐngdǎorénmen
請願書,請願書,1,11,qǐngyuànshū
作者,作者,1,6,zuòzhě
艾弗里,艾弗里,1,6,àifúlǐ
克,克,1,2,kè
帕克漢姆,帕克漢姆,1,9,pàkèhànmǔ
錯,錯,1,3,cuò
那麽,那麽,1,4,nàmó
中午,中午,1,7,zhōngwǔ
滅絕,滅絕,1,6,mièjué
摩洛哥,摩洛哥,1,7,móluògē
日程,日程,1,7,rìchéng
屆時,屆時,1,6,jièshí
發達,發達,1,4,fādá
相互,相互,1,7,xiānghù
抱負,抱負,1,5,bàofù
提問,提問,1,5,tíwèn
訴訟,訴訟,1,6,sùsòng
捕撈,捕撈,1,5,bǔlāo
上限,上限,1,9,shàngxiàn
欺凌,欺凌,1,6,qīlíng
訪談,訪談,1,7,fǎngtán
刺激,刺激,1,4,cìjī
自行,自行,1,6,zìxíng
發,發,1,2,fā
有用,有用,1,7,yǒuyòng
超能力,超能力,1,10,chāonénglì
方案,方案,1,6,fāngàn
盈利,盈利,1,6,yínglì
情報,情報,1,7,qíngbào
認證,認證,1,8,rènzhèng
設立,設立,1,5,shèlì
質疑,質疑,1,5,zhìyí
此前,此前,1,6,cǐqián
撰稿人,撰稿人,1,11,zhuàngǎorén
噴氣機,噴氣機,1,7,pēnqìjī
硬件,硬件,1,8,yìngjiàn
殲擊機,殲擊機,1,8,jiānjījī
展會,展會,1,7,zhǎnhuì
民,民,1,3,mín
野心,野心,1,5,yěxīn
替,替,1,2,tì
毀壞,毀壞,1,7,huǐhuài
黑客,黑客,1,5,hēikè
論壇,論壇,1,6,lùntán
創始人,創始人,1,12,chuàngshǐrén
傑西卡,傑西卡,1,7,jiéxīkǎ
機場,機場,1,7,jīchǎng
使用費,使用費,1,10,shǐyòngfèi
倍,倍,1,3,bèi
收取,收取,1,6,shōuqǔ
最初,最初,1,6,zuìchū
電池,電池,1,7,diànchí
故障,故障,1,7,gùzhàng
罪魁,罪魁,1,6,zuìkuí
禍首,禍首,1,7,huòshǒu
替代,替代,1,5,tìdài
組件,組件,1,6,zǔjiàn
改用,改用,1,7,gǎiyòng
電源,電源,1,8,diànyuán
分析家,分析家,1,8,fēnxījiā
華為,華為,1,6,huáwèi
三星,三星,1,7,sānxīng
挫折,挫折,1,6,cuòzhé
受益,受益,1,6,shòuyì
谷歌,谷歌,1,4,gǔgē
蘋果,蘋果,1,7,píngguǒ
人工,人工,1,7,réngōng
界面,界面,1,7,jièmiàn
配置,配置,1,6,pèizhì
往往,往往,1,8,wǎngwǎng
旅客,旅客,1,4,lǚkè
破解,破解,1,5,pòjiě
大致,大致,1,5,dàzhì
拉布羅卡,拉布羅卡,1,9,lābùluókǎ
熱門,熱門,1,5,rèmén
掛,掛,1,3,guà
回顧,回顧,1,5,huígù
顯著,顯著,1,7,xiǎnzhe
收集,收集,1,6,shōují
老師們,老師們,1,9,lǎoshīmen
發來,發來,1,5,fālái
部位,部位,1,5,bùwèi
毛髮,毛髮,1,8,máofà fǎ
化學浴,化學浴,1,8,huàxuéyù
徹,徹,1,3,chè
底,底,1,2,dǐ
角質層,角質層,1,11,jiǎozhìcéng
塔爾羅,塔爾羅,1,7,tǎěrluó
縱觀,縱觀,1,8,zòngguān
頭髮,頭髮,1,8,tóufà fǎ
帖子,帖子,1,5,tiēzi
今晚,今晚,1,6,jīnwǎn
高激光束,高激光束,1,13,gāojīguāngshù
深圳市,深圳市,1,11,shēnzhènshì
交警,交警,1,8,jiāojǐng
選用,選用,1,8,xuǎnyòng
常規,常規,1,8,chángguī
身分,身分,1,7,shēnfēn
事後,事後,1,6,shìhòu
是不是,是不是,1,8,shìbùshì
生長,生長,1,10,shēngzhǎng
發芽,發芽,1,4,fāyá
空間站,空間站,1,12,kōngjiānzhàn
氫氟碳化合物,氫氟碳化合物,1,16,qīngfútànhuàhéwù
氣溫,氣溫,1,5,qìwēn
規劃署,規劃署,1,9,guīhuàshǔ
負責人,負責人,1,7,fùzérén
埃里克,埃里克,1,6,āilǐkè
索爾海姆,索爾海姆,1,10,suǒěrhǎimǔ
朝著,朝著,1,7,cháozhe
方向,方向,1,9,fāngxiàng
減緩,減緩,1,8,jiǎnhuǎn
基加利,基加利,1,7,jījiālì
修正案,修正案,1,10,xiūzhèngàn
慶賀,慶賀,1,6,qìnghè
存儲,存儲,1,6,cúnchǔ
貢獻,貢獻,1,8,gòngxiàn
度,度,1,2,dù
新限制,新限制,1,10,xīnxiànzhì
物種,物種,1,7,wùzhǒng
恐龍,恐龍,1,8,kǒnglóng
隕石,隕石,1,6,yǔnshí
高含量,高含量,1,11,gāohánliàng
銥,銥,1,2,yī
略,略,1,3,lüè
剛剛,剛剛,1,8,gānggāng
